,0
1137,Muito prático e custo de benefício ótimo!!
1138,Excelente
1139,"Absurdo!  comprei um notebook e um mouse, mandaram o mouse e cancelaram o notebook.Coisa sem sentido, não se quer explicaram o porquê, apenas comunicaram que iam devolver o produto.O site perdeu minha confiança."
1140,"Funciona em qualquer superfície, com uma precisão impecável (suficiente pra quem quer usar pra games)."
1141,Excelente mouse! Sem falar no custo-beneficio. A bateria dura meses...
1142,"Muito bem construido, podem comprar sem medo!"
1143,Ótimo custo benefício
1144,Mause muito pratico e leve vale muito a pena compra-lo
1145,"Produto excelente, leve, bonito e confortável. Valeu muito a pena inclusive pelo custo beneficio."
1146,"Mouse falha muito, e a conexão as vezes fica lenta, mesmo com pilha nova e de boa qualidade. Horrível."
1147,Meu marido gostou muito!
1148,Mto bom. excelente performance. Pratico e confiável.Preço justo.
1149,"Para quem não quer gastar muito em um mouse sem fio, é um bom produto em relação a custo e benefício."
1150,Uso em atividades de estudo e é excelente.
1151,"Mouse bem fraquinho, quando comprei achei que era mais proximo dos compactos que comprei algumas vezes da mesma marca.Construção bem barata, leve até demais e com um conforto de deslisar bem ruim.Eu ja tive que trocar a bateria dele, ou ja veio meio descarregada ou ele come bateria... durou 2 a 3 semanas apenas! Esperava mais de 1 ano de uso antes de ter que trocar."
1152,"Produto veio em perfeitas condicoes, antes do prazo e funciona muito bem. Ótimo audio, excelente microfone, o som fica muito bom. Pequeno, discreto, sem qualquer dificuldade para parear com iphone.Vc tem que se adaptar ao seu tamanho, pois as vezes cai da orelha. Mas depois de um tmepo, vc acostuma e nao cai mais.Não sou especialista em agudos e graves, nao me importo com isso, nem uso embaixo d'agua. Entao, para mim, nota 10!"
1153,"Veio como descrito, funciona perfeitamente, os areanhos na parte de trás creio que seja por conta da embalagem e não de uso. Super recomendo"
1154,Ergonômico
1155,Bom mas a precisão do clique as vezes deixa a desejar
1156,Veio com defeito no botão direito.
1157,"o mouse trava toda hora, testei com outros mouses, troquei a pilha e o problema é o produto mesmo que fica caindo a conexão a todo momento atrapalhando meu trabalho"
1158,Muito preciso e confortável.
1159,"Design e cor bonitas. Além disso, o produto tem qualidade muito boa e realmente é um dos melhores mouse pelo preço que tem, não vão se arrepender."
1160,gostei de tudpo
1161,Atende as necessidades com excelente custo beneficio.
1162,"Ótimo produto, ótima qualidade e manuseio."
1163,"Por enquanto tem sido bom, vamos ver se a durabilidade é superior em consideração com os de mais baixo valor."
1164,"Excelente,é o terceiro mouse que compro desse modelo."
1165,"Atendeu perfeitamente minhas necessidades, muito bom produto."
1166,Adorei o produto!
1167,"Gostei bastante, o sensor é ótimo, acompanha bem"
1168,Mouse muito bom e bem utilizável. Chegou na data correta sem nenhum problema.
1169,"Tive que devolver o mouse, pois o mesmo veio com defeito."
1170,"Muito bom, bastante preciso, ótima sensibilidade!"
1171,Excelente!!
1172,"O mouse veio certinho, porém não veio o receptor. Gostaria de saber o que houve. Obrigada."
1173,"Atende a proposta, é prático e portátil, funciona muito bem."
1174,Gostei muito leve e economiza bateria
1175,Super indico esse mouse. Ele é lindo e muito bom! Jogo com ele tranquilamente
1176,MARAVILHOSO O PRODUTO E TODO ATENDIMENTO DO PEDIDO
1177,Ótimo
1178,Sem problema no funcionamento do MAC AIR com ótima resposta
1179,"Mouse muito bom, preciso, atendeu minha expectativa, custo beneficio ótimo, recomendo."
1180,Bom produto com bom preço. Entrega super rápida.
1181,"Mouse muito bom para o uso do dia a dia. Já vem com a pilha, possui laser invisível (não fica aquela luz vermelha piscando). Além disso tem uma posição muito confortável e um design bem limpo"
1182,A rodinha é lisa e escorrega ao acioná-la...
1183,Melhor mouse custo-beneficio que já adquiri na vida. Conecta instantaneamente quando conectado no USB. Recomendo a todos.
1184,venderam o mouse ja com defeito!!
1185,"Mouse veio com arranhados no fundo, parece usado. É muito bonito e é bom para mãos pequenas, entretanto é pouco preciso"
1186,Sim
1187,Gostei muit
1188,Ergonômico e precisão. Não posso opinar para jogos e games pq não uso pra esse fim.
1189,"Mouse muito bom pra se trabalhar, recomendo."
1190,"o Cursor que fica rangendo durante a movimentação, mouse de qualidade mais baixa que alguns mais baratos. Dinheiro jogado fora"
1191,produto ótimo e chegou super rápido
1192,"Ótimo produto, com excelente custo benefício"
1193,Gostei do produto e da rapidez na entrega!
1194,"O produto veio com uma regulagem de sensor um pouco desregulada. Mas é um mouse confortável. Pra mim não faz diferença, mas aos detalhistas pode ser que atrapalhe bastante"
1195,perfeito
1196,"O produto é muito bom, a bateria dura bastante e tem um ótimo custo x benefício. Marca de qualidade é assim mesmo, não tem erro."
1197,"é um mouse mediano e comum, porem pelo valor ofertado há outros um pouco melhor"
1198,"Ótimo produto, pesquisei muito e sem dúvida foi a melhor escolha, há só uma dica o plug USB fica interno ao lado da pilha."
1199,"Show, custo benefício excelente. Adorei, já faz um tempão que estou usando e tudo ok."
1200,"Achei um pouco pequeno. Pois eu tinha um da Microsoft um pouco maior e com duas pilhas. Era bem mais pesado. Tinha uma ergonomia melhor. Esse é bem mais leve. A ótica não emite luz, por isso imagino que a pilha dure muito mais. O fato de ter um botão lig/desl + um receptor USB pequeno, que pode ser deixado plugado na porta, ajuda muito.Mas acho que é questão de se acostumar."
1201,"Mouse de boa qualidade, material resistente e de qualidade, preciso, a ergonomia que é ponto mais fraco devido ao tamanho,  na minha opnião, contudo é um produto muito bom e compraria novamente e a ergonomia não é ruim, mas sim, ponto que poderia ser melhor."
1202,"Gostei, ergonômico, não tem aquela luz forte do laser embaixo. Uso para trabalhar e tem atendido bem às minhas necessidades :)"
1203,Produto leve e confortável.
1204,Ótima qualidade e precisão
1205,Já conhecia o produto e sei da boa qualidade
1206,Olha não tenho que reclamar é um excelente mouse supriu minhas necessidades era o que estava esperando. Parabéns.
1207,Muito top vale muito a pena
1208,O Mouse está funcionando bem e a entrega foi bastante rápida.
1209,Eu amei esse mouse! super gostosinho de usar... PERFEITO
1210,Entrega o que promete com qualidade e bom preço.
1211,Comprei porque já tinha um igualVale muito a pena comprarA bateria dura 1anos ou +Recomendo vc que está com dúvida😎😎😎😎😎
1212,Precisão.
1213,"muito bom ,inclusive estou usando agora mesmo ."
1214,"Bom de usar. Um pouco pequeno pra minha mão, mas pelo valor, tem um bom custo benefício."
1215,"Super confortável , precisão muito boa"
1216,"Excelente produto. Mouse com ótima resolução. Funcionando em qualquer superfície que o coloco (por enquanto). Ótima resposta na usabilidade e muito boa resolução em DPI. A pegada na mão também é boa, mesmo para mim que tenho a mão maior que os padrões. Recomendo muito."
1217,"O mouse é bem leve, ergonomico e preciso, o formato é diferente do mouse da mesma marca que eu tinha antes, ele é mais fino e um pouco mais largo e prefiro assim porque minha mão é grande e é mais confortavel."
1218,"Pratico, leve a confortavel. Recomendo"
1219,"Eu gostei, encaixou certinho na minha necessidade"
1220,"Mouse com boa pegada, adaptador bluetooth bem pequeno e fácil de instalar, basta inserir em uma porta USB, ligar o botão on/off atrás do mouse, aguardar de 1 a 2 segundos e ... pronto!A logitech não dispensa uma boa aparência e robustez."
1221,Nota 1000!!!!
1222,"Mouse muito bom pelo preço, recomendo. Excelente produto."
1223,"Bom produto, leve e de boa utilização."
1224,"Produto de qualidade, chegou na data prevista"
1225,Muito bom.
1226,Muito bom! Recomendo
1227,"Sem dúvidas uma ótima aquisição, fiquei com medo sobre os comentários de talvez estivesse usado .Mas o produto é super novo, e bonito , e a bateria{pilha} ? Sério, 1 ano é pouco ."
1228,Bom custo/benefício.
1229,"Qualidade boa, veio com pilha, bom envio. O pen drive esta dentro do mouse, é ótimo pra não perder!"
1230,"Melhor mouse que ja tive. Bateria dura por mais de um ano. Já tive dele antes, e comprei novamente."
1231,"Ótimo mouse, uso super prático para o dia a dia. O melhor de tudo foi a entrega, recebi o produto em 03 dias, sendo que o prazo era de 10 dias úteis!!!"
1232,"Eu adorei o mouse, muito prático e útil para o dia a dia, visto que eu não jogo muito nem preciso de grande precisão nas atividades rotineiras, então esse mouse atende perfeitamente minhas necessidades. O único ponto que acho bom destacar é que o mouse é pequeno, então pra quem tem mãos grandes pode ser levemente desconfortável no início, porém depois você acostuma. Recomendo totalmente!"
1233,"Comprei este mouse e fiquei chateado ao notar que os ''pés'' do mouse estava riscado. Sinal de uso. Mouse novo não vem com marcas.No mais, está funcionando. É bonito e ergonômico. Achei a sensibilidade um pouco elevada. Atrapalha um pouco mas com o tempo acostuma. Quanto a durabilidade das pilhas, ainda não posso opinar."
1234,Meu filho usa para atividades escolares e pra ele o mouse é ótimo
1235,Simplesmente ótimo custo e beneficio...super indico pode comorar sem medo...entrega super rápida parabéns a toda a equipe..
1236,"Atendeu minhas expectativas. Não tem a ""luz vermelha"" embaixo, o que para mim é bom porque economiza pilha."
1237,Ótimo
1238,Ele é bonito e bem ergonômico pra mim. Era exatamente o que eu queria. Às vezes me arrisco jogar com ele e consigo ir até bem.
1239,"Excelente, e um detalhe o mouse utiliza invisible optic, que economiza o consumo da pilha."
1240,"Atrasou a entrega em dois dias depois de enviarem a notificação que seria entregue, não dava pra saber se estava extraviado ou ainda em transito, mas chegou e o produto é bom."
1241,Muito bom. Bem leve e ágil.
1242,"Desconfortável para uso frequente, Pequeno e leve demais, não se ajusta a mão, gerando tensão excessiva do dedo polegar; Material e precisão nota dez."
1243,"Mouse barato e muito bom, compensa muito ter um."
1244,Conexão fácil. Preciso.
1245,VALEU A COMPRA
1246,"Faz um barulinho na rodinha do scroll, como se precisasse de lubrificação"
1247,"Para atividades do dia a dia é um ótimo mouse, o melhor que ja comprei, pra jogos não seimas como não jogo mais ele é bem leve e sensível, a pegada bem tranquila tambémmelhor que aqueles da multilaser!!!!"
1248,"Além de barato, é ótimo pro simples do dia a dia. Minhas dores nas mãos melhoram só de começar a usá-lo. Adorei"
1249,"O mouse atende muito mais que o valor cobra, é simples e construção ótima pelo preço!"
1250,Muito bom de alta qualidade
1251,Muito bom e econômico!
1252,"Sem queixas! Até aqui só elogios, gostei do preço, do tamanho mais compacto, da resposta aos comandos, cor etc. Recomendaria certamente a quem estivesse em dúvida.Só não posso opinar ainda sobre autonomia de uso. Pelo menos faz mais de um mês que uso diariamente e ainda não precisei repor a pilha."
1253,"Deixei cair de uma altura bastante alta e o mouse segue intacto, sem nenhuma lasca ou rachadura."
1254,"Achei bem compacto. Tbm achei q ele desliza muito facilmente, mas isso pode ser devido ao material do meu mousepad. . ."
1255,Básico e atende as necessidades
1256,O ponto negativo é a qualidade do material explicativo que acompanha o produto. O tamanho da letra utilizada é tão pequeno que vc não consegue ler (utilizei até uma lupa e vc não dá!!!)
1257,Funcionou conforme esperado...ótimo custo benefício
1258,Um excelente mouse. Gostei muito da ergonomia!
1259,"É muito confortável. Simples pra instalar: plug and play. Tem botão de desligar, o que economiza pilha. Utilizo no trabalho. Recomendo!"
1260,"produto muito bom, chegou super rápido."
1261,"O produto chegou ate antes do prazo , estou muito satisfeita , obrigada .  Eu não achava o receptor do mouse , ate quis devolver , mas quando abri  o local da pilha , encontrei,  esta ao lado da pilha  .  Estou muito satisfeita , e  um otimo produto .  Recomendo a Amazon ."
